display_name,pdl_name,type
"White River, South Dakota","white river, south dakota, united states",city
"Pittsford, Michigan","pittsford, michigan, united states",city
"Dudley, Georgia","dudley, georgia, united states",city
"Van Dyne, Wisconsin","van dyne, wisconsin, united states",city
"Dobbins Heights, North Carolina","dobbins heights, north carolina, united states",city
"Leighton, Alabama","leighton, alabama, united states",city
"Ivanhoe, Virginia","ivanhoe, virginia, united states",city
"East Herkimer, New York","east herkimer, new york, united states",city
"Sullivan, Wisconsin","sullivan, wisconsin, united states",city
"Cotton Valley, Louisiana","cotton valley, louisiana, united states",city
"Flat Lick, Kentucky","flat lick, kentucky, united states",city
"Golden, Illinois","golden, illinois, united states",city
"Gideon, Missouri","gideon, missouri, united states",city
"Perry, Missouri","perry, missouri, united states",city
"Augusta, Illinois","augusta, illinois, united states",city
"Williamson, Georgia","williamson, georgia, united states",city
"Bowen, Illinois","bowen, illinois, united states",city
"Wellsburg, Iowa","wellsburg, iowa, united states",city
"Holcomb, Missouri","holcomb, missouri, united states",city
"Santa Fe Foothills, New Mexico","santa fe foothills, new mexico, united states",city
"Summerton, South Carolina","summerton, south carolina, united states",city
"Heidelberg, Mississippi","heidelberg, mississippi, united states",city
"Vineland, Minnesota","vineland, minnesota, united states",city
"Shelby, Nebraska","shelby, nebraska, united states",city
"Notus, Idaho","notus, idaho, united states",city
"Clallam Bay, Washington","clallam bay, washington, united states",city
"Ocracoke, North Carolina","ocracoke, north carolina, united states",city
"St. Joseph, Louisiana","st. joseph, louisiana, united states",city
"Horseshoe Bend, Texas","horseshoe bend, texas, united states",city
"Jamestown, Pennsylvania","jamestown, pennsylvania, united states",city
"Penns Creek, Pennsylvania","penns creek, pennsylvania, united states",city
"Medway, Ohio","medway, ohio, united states",city
"Gaston, Indiana","gaston, indiana, united states",city
"Paradis, Louisiana","paradis, louisiana, united states",city
"Armstrong, Iowa","armstrong, iowa, united states",city
"Malott, Washington","malott, washington, united states",city
"Tannersville, New York","tannersville, new york, united states",city
"Clarks, Louisiana","clarks, louisiana, united states",city
"Ventura, Iowa","ventura, iowa, united states",city
"Doyle, California","doyle, california, united states",city
"Harmony, Indiana","harmony, indiana, united states",city
"North City, Illinois","north city, illinois, united states",city
"Wilson, Louisiana","wilson, louisiana, united states",city
"Hoffman, Minnesota","hoffman, minnesota, united states",city
"Ducor, California","ducor, california, united states",city
"Reardan, Washington","reardan, washington, united states",city
"San Miguel, New Mexico","san miguel, new mexico, united states",city
"Long Grove, Iowa","long grove, iowa, united states",city
"Poulan, Georgia","poulan, georgia, united states",city
"Ponca, Nebraska","ponca, nebraska, united states",city
"Bertrand, Missouri","bertrand, missouri, united states",city
"Anguilla, Mississippi","anguilla, mississippi, united states",city
"Tovey, Illinois","tovey, illinois, united states",city
"Peeples Valley, Arizona","peeples valley, arizona, united states",city
"Tranquillity, California","tranquillity, california, united states",city
"Hightsville, North Carolina","hightsville, north carolina, united states",city
"South Cle Elum, Washington","south cle elum, washington, united states",city
"San Antonito, New Mexico","san antonito, new mexico, united states",city
"Ariton, Alabama","ariton, alabama, united states",city
"Russellville, Ohio","russellville, ohio, united states",city
"Louise, Texas","louise, texas, united states",city
"Jay, Florida","jay, florida, united states",city
"Hamersville, Ohio","hamersville, ohio, united states",city
"Kelly, North Carolina","kelly, north carolina, united states",city
"Aaronsburg, Pennsylvania","aaronsburg, pennsylvania, united states",city
"Washington, Oklahoma","washington, oklahoma, united states",city
"Clarks Hill, Indiana","clarks hill, indiana, united states",city
"New Hope, Texas","new hope, texas, united states",city
"Malta, Ohio","malta, ohio, united states",city
"Sherrard, Illinois","sherrard, illinois, united states",city
"Cedarville, Illinois","cedarville, illinois, united states",city
"Ruby, Michigan","ruby, michigan, united states",city
"Spring Lake, Utah","spring lake, utah, united states",city
"Foristell, Missouri","foristell, missouri, united states",city
"Many Farms, Arizona","many farms, arizona, united states",city
"North San Pedro, Texas","north san pedro, texas, united states",city
"Masthope, Pennsylvania","masthope, pennsylvania, united states",city
"Kiowa, Colorado","kiowa, colorado, united states",city
"University Park, Iowa","university park, iowa, united states",city
"Blooming Glen, Pennsylvania","blooming glen, pennsylvania, united states",city
"Cullen, Louisiana","cullen, louisiana, united states",city
"Chester, Montana","chester, montana, united states",city
"Highland Hills, Ohio","highland hills, ohio, united states",city
"McDonald Chapel, Alabama","mcdonald chapel, alabama, united states",city
"Lincoln Heights, Ohio","lincoln heights, ohio, united states",city
"Minneola, Kansas","minneola, kansas, united states",city
"Greensburg, Kansas","greensburg, kansas, united states",city
"LaMoure, North Dakota","lamoure, north dakota, united states",city
"Olanta, South Carolina","olanta, south carolina, united states",city
"Boswell, Indiana","boswell, indiana, united states",city
"Millersburg, Kentucky","millersburg, kentucky, united states",city
"Matherville, Illinois","matherville, illinois, united states",city
"Saltsburg, Pennsylvania","saltsburg, pennsylvania, united states",city
"Kearney Park, Mississippi","kearney park, mississippi, united states",city
"Turbeville, South Carolina","turbeville, south carolina, united states",city
"Dighton, Kansas","dighton, kansas, united states",city
"Wheatland, Pennsylvania","wheatland, pennsylvania, united states",city
"Cromwell, Indiana","cromwell, indiana, united states",city
"Loraine, Texas","loraine, texas, united states",city
"Boyden, Iowa","boyden, iowa, united states",city
"Parkin, Arkansas","parkin, arkansas, united states",city
"South Mount Vernon, Ohio","south mount vernon, ohio, united states",city
"Peters, California","peters, california, united states",city
"Hardin, Texas","hardin, texas, united states",city
"Scalp Level, Pennsylvania","scalp level, pennsylvania, united states",city
"Aroma Park, Illinois","aroma park, illinois, united states",city
"Botsford, Connecticut","botsford, connecticut, united states",city
"Avella, Pennsylvania","avella, pennsylvania, united states",city
"Pultneyville, New York","pultneyville, new york, united states",city
"Millerstown, Pennsylvania","millerstown, pennsylvania, united states",city
"Underwood, North Dakota","underwood, north dakota, united states",city
"Fieldsboro, New Jersey","fieldsboro, new jersey, united states",city
"Onaway, Michigan","onaway, michigan, united states",city
"Etna, California","etna, california, united states",city
"Humphrey, Nebraska","humphrey, nebraska, united states",city
"Parcelas Nuevas, Puerto Rico","parcelas nuevas, puerto rico, puerto rico",city
"Rivesville, West Virginia","rivesville, west virginia, united states",city
"Christiansburg, Ohio","christiansburg, ohio, united states",city
"Peña Blanca, New Mexico","peña blanca, new mexico, united states",city
"Hollow Rock, Tennessee","hollow rock, tennessee, united states",city
"Clarissa, Minnesota","clarissa, minnesota, united states",city
"Swansea, South Carolina","swansea, south carolina, united states",city
"Oneida Castle, New York","oneida castle, new york, united states",city
"Green Valley, Illinois","green valley, illinois, united states",city
"Noatak, Alaska","noatak, alaska, united states",city
"Siren, Wisconsin","siren, wisconsin, united states",city
"Roche Harbor, Washington","roche harbor, washington, united states",city
"Shoals, Indiana","shoals, indiana, united states",city
"Wickliffe, Kentucky","wickliffe, kentucky, united states",city
"Washingtonville, Ohio","washingtonville, ohio, united states",city
"Hometown, West Virginia","hometown, west virginia, united states",city
"North Lynbrook, New York","north lynbrook, new york, united states",city
"North Topsail Beach, North Carolina","north topsail beach, north carolina, united states",city
"Raleigh, Florida","raleigh, florida, united states",city
"Elmwood, Wisconsin","elmwood, wisconsin, united states",city
"Lake Winola, Pennsylvania","lake winola, pennsylvania, united states",city
"Oconomowoc Lake, Wisconsin","oconomowoc lake, wisconsin, united states",city
"Mill Creek, West Virginia","mill creek, west virginia, united states",city
"Hill City, South Dakota","hill city, south dakota, united states",city
"Mount Calvary, Wisconsin","mount calvary, wisconsin, united states",city
"Hazleton, Iowa","hazleton, iowa, united states",city
"Lake Benton, Minnesota","lake benton, minnesota, united states",city
"Florien, Louisiana","florien, louisiana, united states",city
"Island Pond, Vermont","island pond, vermont, united states",city
"Tigerton, Wisconsin","tigerton, wisconsin, united states",city
"Rockland, Wisconsin","rockland, wisconsin, united states",city
"Grantsboro, North Carolina","grantsboro, north carolina, united states",city
"Chester Hill, Pennsylvania","chester hill, pennsylvania, united states",city
"Port O'Connor, Texas","port o'connor, texas, united states",city
"Kahite, Tennessee","kahite, tennessee, united states",city
"Colmesneil, Texas","colmesneil, texas, united states",city
"Harlingen, New Jersey","harlingen, new jersey, united states",city
"Orason, Texas","orason, texas, united states",city
"Stratford, Iowa","stratford, iowa, united states",city
"Valley City, Ohio","valley city, ohio, united states",city
"Porum, Oklahoma","porum, oklahoma, united states",city
"Marshallville, Ohio","marshallville, ohio, united states",city
"Fultonville, New York","fultonville, new york, united states",city
"Woods Bay, Montana","woods bay, montana, united states",city
"Hotevilla-Bacavi, Arizona","hotevilla-bacavi, arizona, united states",city
"Modjeska, California","modjeska, california, united states",city
"Brecon, Ohio","brecon, ohio, united states",city
"Wilseyville, California","wilseyville, california, united states",city
"Rail Road Flat, California","rail road flat, california, united states",city
"Gadsden, Arizona","gadsden, arizona, united states",city
"Portland, Pennsylvania","portland, pennsylvania, united states",city
"Tohatchi, New Mexico","tohatchi, new mexico, united states",city
"Lenox, Georgia","lenox, georgia, united states",city
"Maguayo, Puerto Rico","maguayo, puerto rico, puerto rico",city
"Penn, Pennsylvania","penn, pennsylvania, united states",city
"Sorrel, Louisiana","sorrel, louisiana, united states",city
"Britton, Michigan","britton, michigan, united states",city
"Fuller Acres, California","fuller acres, california, united states",city
"Nineveh, Indiana","nineveh, indiana, united states",city
"Driscoll, Texas","driscoll, texas, united states",city
"Marion Heights, Pennsylvania","marion heights, pennsylvania, united states",city
"Mantua, Ohio","mantua, ohio, united states",city
"Biron, Wisconsin","biron, wisconsin, united states",city
"Elk Park, North Carolina","elk park, north carolina, united states",city
"Marion, Utah","marion, utah, united states",city
"Sierra Blanca, Texas","sierra blanca, texas, united states",city
"Edgewater, Alabama","edgewater, alabama, united states",city
"Adairville, Kentucky","adairville, kentucky, united states",city
"Park City, Kentucky","park city, kentucky, united states",city
"Windfall City, Indiana","windfall city, indiana, united states",city
"Brooks, Georgia","brooks, georgia, united states",city
"Manokotak, Alaska","manokotak, alaska, united states",city
"Pocono Pines, Pennsylvania","pocono pines, pennsylvania, united states",city
"Malaga, California","malaga, california, united states",city
"Leeds, Utah","leeds, utah, united states",city
"Cassville, Wisconsin","cassville, wisconsin, united states",city
"Round Top, New York","round top, new york, united states",city
"Millheim, Pennsylvania","millheim, pennsylvania, united states",city
"Brownsville, Wisconsin","brownsville, wisconsin, united states",city
"Pleasant View, Pennsylvania","pleasant view, pennsylvania, united states",city
"Bolton, Mississippi","bolton, mississippi, united states",city
"Supreme, Louisiana","supreme, louisiana, united states",city
"Brimfield, Illinois","brimfield, illinois, united states",city
"Polk, Pennsylvania","polk, pennsylvania, united states",city
"Eva, Alabama","eva, alabama, united states",city
"Cherokee, Kansas","cherokee, kansas, united states",city
"Holland, Arkansas","holland, arkansas, united states",city
"Somerville, Alabama","somerville, alabama, united states",city
"Piney View, West Virginia","piney view, west virginia, united states",city
"Kasigluk, Alaska","kasigluk, alaska, united states",city
"Wilton, Alabama","wilton, alabama, united states",city
"Peru, Nebraska","peru, nebraska, united states",city
"Shelby, Alabama","shelby, alabama, united states",city
"Wonewoc, Wisconsin","wonewoc, wisconsin, united states",city
"Brevig Mission, Alaska","brevig mission, alaska, united states",city
"Napi Headquarters, New Mexico","napi headquarters, new mexico, united states",city
"West Goshen, California","west goshen, california, united states",city
"Roby, Texas","roby, texas, united states",city
"Dauberville, Pennsylvania","dauberville, pennsylvania, united states",city
"Taylor Springs, Illinois","taylor springs, illinois, united states",city
"Huntington, Oregon","huntington, oregon, united states",city
"Institute, West Virginia","institute, west virginia, united states",city
"Bovey, Minnesota","bovey, minnesota, united states",city
"Warsaw, Minnesota","warsaw, minnesota, united states",city
"Reeltown, Alabama","reeltown, alabama, united states",city
"Northwest, North Carolina","northwest, north carolina, united states",city
"West Wilmerding, Pennsylvania","west wilmerding, pennsylvania, united states",city
"Caddo Valley, Arkansas","caddo valley, arkansas, united states",city
"Crofton, Kentucky","crofton, kentucky, united states",city
"Seneca Gardens, Kentucky","seneca gardens, kentucky, united states",city
"Benjamin, Utah","benjamin, utah, united states",city
"Santa Rosa, Arizona","santa rosa, arizona, united states",city
"Pendleton, Texas","pendleton, texas, united states",city
"Livingston Manor, New York","livingston manor, new york, united states",city
"Dixonville, Pennsylvania","dixonville, pennsylvania, united states",city
"Kernville, California","kernville, california, united states",city
"Joaquin, Texas","joaquin, texas, united states",city
"Jackson, North Carolina","jackson, north carolina, united states",city
"Murray, Connecticut","murray, connecticut, united states",city
"Pattison, Texas","pattison, texas, united states",city
"Las Croabas, Puerto Rico","las croabas, puerto rico, puerto rico",city
"Barataria, Louisiana","barataria, louisiana, united states",city
"Birnamwood, Wisconsin","birnamwood, wisconsin, united states",city
"Tom Bean, Texas","tom bean, texas, united states",city
"Montrose, Iowa","montrose, iowa, united states",city
"South Weldon, North Carolina","south weldon, north carolina, united states",city
"Bluetown, Texas","bluetown, texas, united states",city
"Minden, Iowa","minden, iowa, united states",city
"Delta, Pennsylvania","delta, pennsylvania, united states",city
"McGregor, Iowa","mcgregor, iowa, united states",city
"Seama, New Mexico","seama, new mexico, united states",city
"Central Valley, Utah","central valley, utah, united states",city
"Dalton City, Illinois","dalton city, illinois, united states",city
"Wibaux, Montana","wibaux, montana, united states",city
"Natural Steps, Arkansas","natural steps, arkansas, united states",city
"Darrtown, Ohio","darrtown, ohio, united states",city
"El Refugio, Texas","el refugio, texas, united states",city
"Wickliffe, Oklahoma","wickliffe, oklahoma, united states",city
"Fairfax, Missouri","fairfax, missouri, united states",city
"St. John, Washington","st. john, washington, united states",city
"Sterling, Nebraska","sterling, nebraska, united states",city
"Hodge, Louisiana","hodge, louisiana, united states",city
"Waco, Georgia","waco, georgia, united states",city
"Fouke, Arkansas","fouke, arkansas, united states",city
"Twin Oaks, Missouri","twin oaks, missouri, united states",city
"North Chevy Chase, Maryland","north chevy chase, maryland, united states",city
"Maury City, Tennessee","maury city, tennessee, united states",city
"Hurst, Illinois","hurst, illinois, united states",city
"Greenbush, Minnesota","greenbush, minnesota, united states",city
"Grayland, Washington","grayland, washington, united states",city
"Stockton, Minnesota","stockton, minnesota, united states",city
"Lacey, Arkansas","lacey, arkansas, united states",city
"Derby Center, Vermont","derby center, vermont, united states",city
"Smiths Grove, Kentucky","smiths grove, kentucky, united states",city
"Lake Tanglewood, Texas","lake tanglewood, texas, united states",city
"Juniata, Nebraska","juniata, nebraska, united states",city
"Bertrand, Nebraska","bertrand, nebraska, united states",city
"Allenport, Pennsylvania","allenport, pennsylvania, united states",city
"Wyocena, Wisconsin","wyocena, wisconsin, united states",city
"Greensboro, Florida","greensboro, florida, united states",city
"Melville, Louisiana","melville, louisiana, united states",city
"Unionville, New York","unionville, new york, united states",city
"Candlewood Orchards, Connecticut","candlewood orchards, connecticut, united states",city
"Hermitage, Missouri","hermitage, missouri, united states",city
"Clarks Grove, Minnesota","clarks grove, minnesota, united states",city
"Riverton, Kansas","riverton, kansas, united states",city
"Francis Creek, Wisconsin","francis creek, wisconsin, united states",city
"Corydon, Kentucky","corydon, kentucky, united states",city
"Sandyfield, North Carolina","sandyfield, north carolina, united states",city
"Hardin, Missouri","hardin, missouri, united states",city
"Oljato-Monument Valley, Utah","oljato-monument valley, utah, united states",city
"Kooskia, Idaho","kooskia, idaho, united states",city
"Gaston, Oregon","gaston, oregon, united states",city
"Blucksberg Mountain, South Dakota","blucksberg mountain, south dakota, united states",city
"Carlisle Barracks, Pennsylvania","carlisle barracks, pennsylvania, united states",city
"Rockaway Beach, Missouri","rockaway beach, missouri, united states",city
"Valley Brook, Oklahoma","valley brook, oklahoma, united states",city
"Norborne, Missouri","norborne, missouri, united states",city
"Taycheedah, Wisconsin","taycheedah, wisconsin, united states",city
"Stella, Puerto Rico","stella, puerto rico, puerto rico",city
"Woodsdale, Ohio","woodsdale, ohio, united states",city
"Gratz, Pennsylvania","gratz, pennsylvania, united states",city
"Madison, California","madison, california, united states",city
"New Straitsville, Ohio","new straitsville, ohio, united states",city
"Palatine Bridge, New York","palatine bridge, new york, united states",city
"Tuxedo Park, New York","tuxedo park, new york, united states",city
"Sewickley Hills, Pennsylvania","sewickley hills, pennsylvania, united states",city
"Fairview, Alabama","fairview, alabama, united states",city
"Fordland, Missouri","fordland, missouri, united states",city
"Antonito, Colorado","antonito, colorado, united states",city
"Osmond, Nebraska","osmond, nebraska, united states",city
"Dove Creek, Colorado","dove creek, colorado, united states",city
"North Brentwood, Maryland","north brentwood, maryland, united states",city
"Albert City, Iowa","albert city, iowa, united states",city
"Stafford, Kansas","stafford, kansas, united states",city
"Dale, Wisconsin","dale, wisconsin, united states",city
"Port Leyden, New York","port leyden, new york, united states",city
"Lemannville, Louisiana","lemannville, louisiana, united states",city
"Onaga, Kansas","onaga, kansas, united states",city
"Sedalia, North Carolina","sedalia, north carolina, united states",city
"Andover, Ohio","andover, ohio, united states",city
"Brookport, Illinois","brookport, illinois, united states",city
"Elkhart, Iowa","elkhart, iowa, united states",city
"Pecan Park, New Mexico","pecan park, new mexico, united states",city
"Bloomdale, Ohio","bloomdale, ohio, united states",city
"Pinckard, Alabama","pinckard, alabama, united states",city
"Quentin, Pennsylvania","quentin, pennsylvania, united states",city
"Rawson, Ohio","rawson, ohio, united states",city
"Pleasant Hope, Missouri","pleasant hope, missouri, united states",city
"Kersey, Pennsylvania","kersey, pennsylvania, united states",city
"Ramona, Oklahoma","ramona, oklahoma, united states",city
"Chatham, Louisiana","chatham, louisiana, united states",city
"Lakeside, Ohio","lakeside, ohio, united states",city
"Lakeside, Iowa","lakeside, iowa, united states",city
"Paragonah, Utah","paragonah, utah, united states",city
"Thorntonville, Texas","thorntonville, texas, united states",city
"Jetmore, Kansas","jetmore, kansas, united states",city
"Sanderson, Texas","sanderson, texas, united states",city
"Grey Forest, Texas","grey forest, texas, united states",city
"Cannondale, Connecticut","cannondale, connecticut, united states",city
"Timber Lake, South Dakota","timber lake, south dakota, united states",city
"Santa Clara, Texas","santa clara, texas, united states",city
"Robbinsville, North Carolina","robbinsville, north carolina, united states",city
"Wingo, Kentucky","wingo, kentucky, united states",city
"Calumet, Michigan","calumet, michigan, united states",city
"Overton, Nebraska","overton, nebraska, united states",city
"Chaires, Florida","chaires, florida, united states",city
"Remington, Ohio","remington, ohio, united states",city
"Shiloh, Georgia","shiloh, georgia, united states",city
"East Galesburg, Illinois","east galesburg, illinois, united states",city
"Diamondville, Wyoming","diamondville, wyoming, united states",city
"Saluda, North Carolina","saluda, north carolina, united states",city
"Port Austin, Michigan","port austin, michigan, united states",city
"Freeport, Ohio","freeport, ohio, united states",city
"Purple Sage, Wyoming","purple sage, wyoming, united states",city
"Weiner, Arkansas","weiner, arkansas, united states",city
"Crooked Creek, West Virginia","crooked creek, west virginia, united states",city
"Millington, Illinois","millington, illinois, united states",city
"Crenshaw, Mississippi","crenshaw, mississippi, united states",city
"Cambalache, Puerto Rico","cambalache, puerto rico, puerto rico",city
"Caseville, Michigan","caseville, michigan, united states",city
"Ellendale, Delaware","ellendale, delaware, united states",city
"Arizona Village, Arizona","arizona village, arizona, united states",city
"Flint Creek, Oklahoma","flint creek, oklahoma, united states",city
"Trenton, Texas","trenton, texas, united states",city
"Mosier, Oregon","mosier, oregon, united states",city
"Belleplain, New Jersey","belleplain, new jersey, united states",city
"Humboldt, South Dakota","humboldt, south dakota, united states",city
"Pine Valley, New York","pine valley, new york, united states",city
"Marion, Michigan","marion, michigan, united states",city
"Columbia, North Carolina","columbia, north carolina, united states",city
"Martin, Louisiana","martin, louisiana, united states",city
"Yaurel, Puerto Rico","yaurel, puerto rico, puerto rico",city
"Buena, Washington","buena, washington, united states",city
"Avon, South Dakota","avon, south dakota, united states",city
"Woodhull, Illinois","woodhull, illinois, united states",city
"Red Creek, New York","red creek, new york, united states",city
"Qulin, Missouri","qulin, missouri, united states",city
"East Bernstadt, Kentucky","east bernstadt, kentucky, united states",city
"Garza-Salinas II, Texas","garza-salinas ii, texas, united states",city
"Brookside, Ohio","brookside, ohio, united states",city
"Hokah, Minnesota","hokah, minnesota, united states",city
"Parkway, Missouri","parkway, missouri, united states",city
"Lidgerwood, North Dakota","lidgerwood, north dakota, united states",city
"Midland, Maryland","midland, maryland, united states",city
"Pennsbury Village, Pennsylvania","pennsbury village, pennsylvania, united states",city
"Solis, Texas","solis, texas, united states",city
"Newborn, Georgia","newborn, georgia, united states",city
"St. Stephen, Minnesota","st. stephen, minnesota, united states",city
"Aquasco, Maryland","aquasco, maryland, united states",city
"Edgeley, North Dakota","edgeley, north dakota, united states",city
"Gouldsboro, Pennsylvania","gouldsboro, pennsylvania, united states",city
"Chippewa Lake, Ohio","chippewa lake, ohio, united states",city
"Ethridge, Tennessee","ethridge, tennessee, united states",city
"Findlay, Illinois","findlay, illinois, united states",city
"Murrayville, Illinois","murrayville, illinois, united states",city
"Hershey, Nebraska","hershey, nebraska, united states",city
"Oak Grove, Texas","oak grove, texas, united states",city
"Lawrenceville, Pennsylvania","lawrenceville, pennsylvania, united states",city
"Friendship, Tennessee","friendship, tennessee, united states",city
"Redwater, Mississippi","redwater, mississippi, united states",city
"Johnson Siding, South Dakota","johnson siding, south dakota, united states",city
"East Williston, Florida","east williston, florida, united states",city
"Waelder, Texas","waelder, texas, united states",city
"Cross Keys, Pennsylvania","cross keys, pennsylvania, united states",city
"Lake Saint Clair, Missouri","lake saint clair, missouri, united states",city
"Stanton, Iowa","stanton, iowa, united states",city
"Nassawadox, Virginia","nassawadox, virginia, united states",city
"Avon, Illinois","avon, illinois, united states",city
"Bird-in-Hand, Pennsylvania","bird-in-hand, pennsylvania, united states",city
"Smelterville, Idaho","smelterville, idaho, united states",city
"Mecca, Indiana","mecca, indiana, united states",city
"Pasadena Park, Missouri","pasadena park, missouri, united states",city
"Vanleer, Tennessee","vanleer, tennessee, united states",city
"McCartys Village, New Mexico","mccartys village, new mexico, united states",city
"San Ildefonso Pueblo, New Mexico","san ildefonso pueblo, new mexico, united states",city
"Pomfret, Maryland","pomfret, maryland, united states",city
"New Florence, Pennsylvania","new florence, pennsylvania, united states",city
"Chatom, Alabama","chatom, alabama, united states",city
"North Powder, Oregon","north powder, oregon, united states",city
"Wallace, South Carolina","wallace, south carolina, united states",city
"Lake City, Michigan","lake city, michigan, united states",city
"Lakeville, Indiana","lakeville, indiana, united states",city
"Launiupoko, Hawaii","launiupoko, hawaii, united states",city
"Cherry Tree, Oklahoma","cherry tree, oklahoma, united states",city
"Fonda, Iowa","fonda, iowa, united states",city
"Coward, South Carolina","coward, south carolina, united states",city
"Mount Morris, Pennsylvania","mount morris, pennsylvania, united states",city
"Milner, Georgia","milner, georgia, united states",city
"Corbin City, New Jersey","corbin city, new jersey, united states",city
"Center City, Minnesota","center city, minnesota, united states",city
"Bancroft, Iowa","bancroft, iowa, united states",city
"Delleker, California","delleker, california, united states",city
"Colbert, Georgia","colbert, georgia, united states",city
"Stonington, Illinois","stonington, illinois, united states",city
"Dennisville, New Jersey","dennisville, new jersey, united states",city
"East Cathlamet, Washington","east cathlamet, washington, united states",city
"Leeton, Missouri","leeton, missouri, united states",city
"Bendersville, Pennsylvania","bendersville, pennsylvania, united states",city
"Shipman, Illinois","shipman, illinois, united states",city
"Ingold, North Carolina","ingold, north carolina, united states",city
"Coldwater, Kansas","coldwater, kansas, united states",city
"Cinco Bayou, Florida","cinco bayou, florida, united states",city
"The Lakes, Minnesota","the lakes, minnesota, united states",city
"Yankeetown, Florida","yankeetown, florida, united states",city
"Brookfield, New Jersey","brookfield, new jersey, united states",city
"Woolrich, Pennsylvania","woolrich, pennsylvania, united states",city
"Wolsey, South Dakota","wolsey, south dakota, united states",city
"Pennville, Indiana","pennville, indiana, united states",city
"Stebbins, Alaska","stebbins, alaska, united states",city
"Sawmill, Arizona","sawmill, arizona, united states",city
"Lexington, Alabama","lexington, alabama, united states",city
"Bishopville, Maryland","bishopville, maryland, united states",city
"Palestine, Arkansas","palestine, arkansas, united states",city
"Loghill Village, Colorado","loghill village, colorado, united states",city
"St. Paul, Kansas","st. paul, kansas, united states",city
"Cascade, Wisconsin","cascade, wisconsin, united states",city
"Santa Margarita, California","santa margarita, california, united states",city
"Powhatan, Virginia","powhatan, virginia, united states",city
"Mettawa, Illinois","mettawa, illinois, united states",city
"Takilma, Oregon","takilma, oregon, united states",city
"Polkville, Mississippi","polkville, mississippi, united states",city
"Buffalo Lake, Minnesota","buffalo lake, minnesota, united states",city
"Tyrone, New Mexico","tyrone, new mexico, united states",city
"Ozark Acres, Arkansas","ozark acres, arkansas, united states",city
"Canistota, South Dakota","canistota, south dakota, united states",city
"Bella Villa, Missouri","bella villa, missouri, united states",city
"Mackinac Island, Michigan","mackinac island, michigan, united states",city
"Glenwood, Nebraska","glenwood, nebraska, united states",city
"Gilmore City, Iowa","gilmore city, iowa, united states",city
"Sharpsville, Indiana","sharpsville, indiana, united states",city
"Harrah, Washington","harrah, washington, united states",city
"Elysian, Minnesota","elysian, minnesota, united states",city
"Downs, Kansas","downs, kansas, united states",city
"Hungry Horse, Montana","hungry horse, montana, united states",city
"Cynthiana, Indiana","cynthiana, indiana, united states",city
"Holiday Hills, Illinois","holiday hills, illinois, united states",city
"Gouglersville, Pennsylvania","gouglersville, pennsylvania, united states",city
"Carlsbad, Texas","carlsbad, texas, united states",city
"Minong, Wisconsin","minong, wisconsin, united states",city
"Glen Ullin, North Dakota","glen ullin, north dakota, united states",city
"Kiowa, Oklahoma","kiowa, oklahoma, united states",city
"Myton, Utah","myton, utah, united states",city
"Charlotte Court House, Virginia","charlotte court house, virginia, united states",city
"Wylandville, Pennsylvania","wylandville, pennsylvania, united states",city
"Duck, North Carolina","duck, north carolina, united states",city
"South Coffeyville, Oklahoma","south coffeyville, oklahoma, united states",city
"Marion, Louisiana","marion, louisiana, united states",city
"Adair, Oklahoma","adair, oklahoma, united states",city
"Cherry Valley, Arkansas","cherry valley, arkansas, united states",city
"Trimble, Missouri","trimble, missouri, united states",city
"Dry Tavern, Pennsylvania","dry tavern, pennsylvania, united states",city
"Stewartsville, New Jersey","stewartsville, new jersey, united states",city
"Ida, Michigan","ida, michigan, united states",city
"Lake View, South Carolina","lake view, south carolina, united states",city
"Meeteetse, Wyoming","meeteetse, wyoming, united states",city
"Wallace Ridge, Louisiana","wallace ridge, louisiana, united states",city
"Warwick, Georgia","warwick, georgia, united states",city
"Corinne, West Virginia","corinne, west virginia, united states",city
"White Haven, Montana","white haven, montana, united states",city
"Moreland, Georgia","moreland, georgia, united states",city
"Bethlehem, Georgia","bethlehem, georgia, united states",city
"Walkerville, Montana","walkerville, montana, united states",city
"Honeoye, New York","honeoye, new york, united states",city
"Sunsites, Arizona","sunsites, arizona, united states",city
"Gaylordsville, Connecticut","gaylordsville, connecticut, united states",city
"Claysville, Pennsylvania","claysville, pennsylvania, united states",city
"Rough and Ready, California","rough and ready, california, united states",city
"Blanchardville, Wisconsin","blanchardville, wisconsin, united states",city
"Hay Springs, Nebraska","hay springs, nebraska, united states",city
"Emily, Minnesota","emily, minnesota, united states",city
"North Philipsburg, Pennsylvania","north philipsburg, pennsylvania, united states",city
"Lake of the Woods, Indiana","lake of the woods, indiana, united states",city
"Dahlgren Center, Virginia","dahlgren center, virginia, united states",city
"Trimont, Minnesota","trimont, minnesota, united states",city
"Molena, Georgia","molena, georgia, united states",city
"New England, North Dakota","new england, north dakota, united states",city
"Titusville, New York","titusville, new york, united states",city
"Onida, South Dakota","onida, south dakota, united states",city
"Jasper, Oregon","jasper, oregon, united states",city
"Walden, Colorado","walden, colorado, united states",city
"Alden, Minnesota","alden, minnesota, united states",city
"Washburn, Iowa","washburn, iowa, united states",city
"Mount Sidney, Virginia","mount sidney, virginia, united states",city
"Verplanck, New York","verplanck, new york, united states",city
"Paris, Pennsylvania","paris, pennsylvania, united states",city
"Sabin, Minnesota","sabin, minnesota, united states",city
